Month,Year,Airline,MaxSeats
Jun-18,2018,Air New Zealand,4142
Jun-18,2018,Qantas Airways,5220
Jun-18,2018,Singapore Airlines,4788
Jun-18,2018,Xiamen Airlines,2080
Jun-18,2018,Xiamen Airlines,3055
Jun-18,2018,Hainan Airlines,2631
Jun-18,2018,Jetstar,3015
Jun-18,2018,Etihad Airways,7860
Jun-18,2018,Air New Zealand,8704
Jun-18,2018,Thai Airways International,7680
Jun-18,2018,Batik Air Indonesia,10800
Jun-18,2018,Garuda Indonesia,7566
Jun-18,2018,Indonesia AirAsia,15300
Jun-18,2018,Jetstar,10458
Jun-18,2018,Jetstar,5226
Jun-18,2018,Qatar Airways,15510
Jun-18,2018,Emirates,22857
Jun-18,2018,China Southern Airlines,3870
Jun-18,2018,Cathay Pacific Airways,10601
Jun-18,2018,Garuda Indonesia,3684
Jun-18,2018,South African Airways,6934
Jun-18,2018,Malaysia Airlines,800
Jun-18,2018,AirAsia X,11310
Jun-18,2018,Malaysia Airlines,7520
Jun-18,2018,Malindo Air,8532
Jun-18,2018,Qantas Airways,7054
Jun-18,2018,Air Mauritius,2617
Jun-18,2018,Jetstar,5226
Jun-18,2018,Qantas Airways,8653
Jun-18,2018,Scoot Tigerair,10614
Jun-18,2018,Singapore Airlines,34765
Jun-18,2018,Virgin Australia,880
Jun-18,2018,Etihad Airways,29760
Jun-18,2018,Samoa Airways,1530
Jun-18,2018,Virgin Australia,1584
Jun-18,2018,Air New Zealand,32191
Jun-18,2018,Jetstar,4710
Jun-18,2018,LATAM Airlines,6861
Jun-18,2018,Qantas Airways,31030
Jun-18,2018,Virgin Australia,8254
Jun-18,2018,Emirates,14728
Jun-18,2018,Qantas Airways,8612
Jun-18,2018,Thai Airways International,17625
Jun-18,2018,Air China,5510
Jun-18,2018,China Eastern Airlines,2990
Jun-18,2018,China Eastern Airlines,2990
Jun-18,2018,Qantas Airways,7253
Jun-18,2018,Hainan Airlines,2386
Jun-18,2018,Air China,3190
Jun-18,2018,Sichuan Airlines,2652
Jun-18,2018,Air New Zealand,7638
Jun-18,2018,Emirates,14703
Jun-18,2018,Jetstar,3264
Jun-18,2018,Qantas Airways,5220
Jun-18,2018,Qantas Airways,14520
Jun-18,2018,Garuda Indonesia,7530
Jun-18,2018,Jetstar,2010
Jun-18,2018,Jetstar,7705
Jun-18,2018,Qantas Airways,4422
Jun-18,2018,Virgin Australia,7040
Jun-18,2018,Qatar Airways,10740
Jun-18,2018,Qatar Airways,15510
Jun-18,2018,Emirates,14676
Jun-18,2018,Emirates,14728
Jun-18,2018,Emirates,29379
Jun-18,2018,Xiamen Airlines,3068
Jun-18,2018,China Southern Airlines,15565
Jun-18,2018,Hainan Airlines,2639
Jun-18,2018,China Eastern Airlines,2990
Jun-18,2018,Vietnam Airlines,3562
Jun-18,2018,Jetstar,1340
Jun-18,2018,Jetstar,4355
Jun-18,2018,Vietnam Airlines,8220
Jun-18,2018,Cathay Pacific Airways,33700
Jun-18,2018,Qantas Airways,19819
Jun-18,2018,Hawaiian Airlines,8310
Jun-18,2018,Jetstar,8375
Jun-18,2018,Qantas Airways,6472
Jun-18,2018,United Airlines,252
Jun-18,2018,United Airlines,7560
Jun-18,2018,Garuda Indonesia,3996
Jun-18,2018,Qantas Airways,6035
Jun-18,2018,Qantas Airways,8657
Jun-18,2018,AirAsia X,17719
Jun-18,2018,Malaysia Airlines,17268
Jun-18,2018,China Eastern Airlines,2088
Jun-18,2018,British Airways,8910
Jun-18,2018,Qantas Airways,14035
Jun-18,2018,American Airlines,8520
Jun-18,2018,Delta Air Lines,8439
Jun-18,2018,Qantas Airways,14038
Jun-18,2018,United Airlines,7056
Jun-18,2018,Virgin Australia,10170
Jun-18,2018,Cebu Pacific Air,9156
Jun-18,2018,Philippine Airlines,9270
Jun-18,2018,Qantas Airways,6913
Jun-18,2018,Fiji Airways,14891
Jun-18,2018,Jetstar,3084
Jun-18,2018,Virgin Australia,6083
Jun-18,2018,China Eastern Airlines,2990
Jun-18,2018,Air India,5632
Jun-18,2018,Qantas Airways,10920
Jun-18,2018,Air Caledonie,2862
Jun-18,2018,Qantas Airways,2257
Jun-18,2018,Qantas Airways,3861
Jun-18,2018,Jetstar,4355
Jun-18,2018,Air Niugini,1984
Jun-18,2018,Air Vanuatu,4760
Jun-18,2018,Beijing Capital Airlines,1110
Jun-18,2018,Air New Zealand,2495
Jun-18,2018,Jetstar,3258
Jun-18,2018,Qantas Airways,5884
Jun-18,2018,Virgin Australia,2288
Jun-18,2018,Air New Zealand,1510
Jun-18,2018,Qantas Airways,9418
Jun-18,2018,United Airlines,7560
Jun-18,2018,LATAM Airlines,6861
Jun-18,2018,Qantas Airways,4875
Jun-18,2018,Asiana Airlines,9090
Jun-18,2018,Korean Air,8038
Jun-18,2018,Air China,3259
Jun-18,2018,China Eastern Airlines,7140
Jun-18,2018,Qantas Airways,8659
Jun-18,2018,China Southern Airlines,2840
Jun-18,2018,British Airways,8910
Jun-18,2018,Qantas Airways,8469
Jun-18,2018,Qantas Airways,14035
Jun-18,2018,Scoot Tigerair,5914
Jun-18,2018,Singapore Airlines,7920
Jun-18,2018,Singapore Airlines,42986
Jun-18,2018,Fiji Airways,488
Jun-18,2018,China Airlines,13158
Jun-18,2018,Tianjin Airlines,2080
Jun-18,2018,All Nippon Airways,7380
Jun-18,2018,Japan Airlines,5068
Jun-18,2018,Jetstar,1005
Jun-18,2018,Qantas Airways,10854
Jun-18,2018,Virgin Australia,1408
Jun-18,2018,Air Canada,8696
Jun-18,2018,Air Canada,300
Jun-18,2018,Air Canada,8696
Jun-18,2018,Qantas Airways,364
Jun-18,2018,Air New Zealand,6785
Jun-18,2018,Qantas Airways,10440
Jun-18,2018,China Eastern Airlines,2990
Jun-18,2018,Xiamen Airlines,2832
Jun-18,2018,China Eastern Airlines,2990
Jun-18,2018,Hainan Airlines,2274
Jun-18,2018,Tianjin Airlines,2080
Jun-18,2018,Air Niugini,709
Jul-18,2018,Air New Zealand,4371
Jul-18,2018,Jetstar,5622
Jul-18,2018,Qatar Airways,8773
Jul-18,2018,Emirates,11024
Jul-18,2018,China Southern Airlines,2821
Jul-18,2018,Cathay Pacific Airways,5522
Jul-18,2018,Malaysia Airlines,6380
Jul-18,2018,Fiji Airways,1782
Jul-18,2018,Singapore Airlines,8835
Jul-18,2018,Etihad Airways,9431
Jul-18,2018,Virgin Australia,704
Jul-18,2018,Air New Zealand,18697
Jul-18,2018,China Airlines,9486
Jul-18,2018,Qantas Airways,15262
Jul-18,2018,Virgin Australia,10354
Jul-18,2018,Thai Airways International,8008
Jul-18,2018,Air China,3081
Jul-18,2018,Air New Zealand,4473
Jul-18,2018,Qantas Airways,5394
Jul-18,2018,Virgin Australia,5438
Jul-18,2018,Jetstar,10385
Jul-18,2018,Malindo Air,5022
Jul-18,2018,Virgin Australia,7216
Jul-18,2018,Emirates,21958
Jul-18,2018,Emirates,10800
Jul-18,2018,Virgin Australia,2992
Jul-18,2018,Air Vanuatu,1020
Jul-18,2018,China Southern Airlines,8835
Jul-18,2018,Cathay Pacific Airways,8680
Jul-18,2018,Cathay Pacific Airways,4267
Jul-18,2018,Qantas Airways,9080
Jul-18,2018,Solomon Airlines,2312
Jul-18,2018,Virgin Australia,1584
Jul-18,2018,Hawaiian Airlines,3601
Jul-18,2018,Malaysia Airlines,4640
Jul-18,2018,Malindo Air,5022
Jul-18,2018,Qantas Airways,11284
Jul-18,2018,Virgin Australia,8814
Jul-18,2018,Philippine Airlines,3110
Jul-18,2018,Fiji Airways,5305
Jul-18,2018,Virgin Australia,6109
Jul-18,2018,Nauru Airlines,2176
Jul-18,2018,Air Caledonie,1518
Jul-18,2018,Qantas Airways,696
Jul-18,2018,Air Niugini,6375
Jul-18,2018,Qantas Airways,5270
Jul-18,2018,Virgin Australia,3866
Jul-18,2018,Air Vanuatu,1020
Jul-18,2018,Air Vanuatu,1360
Jul-18,2018,Virgin Australia,3690
Jul-18,2018,Qantas Airways,1353
Jul-18,2018,Virgin Australia,8272
Jul-18,2018,Korean Air,4806
Jul-18,2018,China Eastern Airlines,3934
Jul-18,2018,Hainan Airlines,2628
Jul-18,2018,Emirates,10800
Jul-18,2018,Qantas Airways,8506
Jul-18,2018,Singapore Airlines,31943
Jul-18,2018,China Airlines,9486
Jul-18,2018,Eva Air,5544
Jul-18,2018,Qantas Airways,9105
Jul-18,2018,Air Canada,7957
Jul-18,2018,Virgin Australia,9850
Jul-18,2018,Air New Zealand,5081
Jul-18,2018,Jetstar,3276
Jul-18,2018,China Southern Airlines,3367
Jul-18,2018,Cathay Pacific Airways,4267
Jul-18,2018,Hong Kong Airlines,3796
Jul-18,2018,Jetstar,8040
Jul-18,2018,Air Niugini,4389
Jul-18,2018,Hainan Airlines,1926
Jul-18,2018,Silk Air,3288
Jul-18,2018,Jetstar,7035
Jul-18,2018,Jetstar,1005
Jul-18,2018,Qatar Airways,11098
Jul-18,2018,Singapore Airlines,8184
Jul-18,2018,Jetstar,3264
Jul-18,2018,Donghai Airlines,972
Jul-18,2018,Jetstar Asia,3240
Jul-18,2018,Silk Air,4230
Jul-18,2018,Air New Zealand,4930
Jul-18,2018,AirAsia X,11687
Jul-18,2018,Jetstar,5280
Jul-18,2018,Virgin Australia,5438
Jul-18,2018,Air New Zealand,3460
Jul-18,2018,Jetstar,2376
Jul-18,2018,Hong Kong Airlines,3796
Jul-18,2018,AirAsia X,11687
Jul-18,2018,Jetstar,3264
Jul-18,2018,Scoot Tigerair,8250
Jul-18,2018,Jetstar,670
Jul-18,2018,Jetstar,5360
Jul-18,2018,Jetstar,670
Jul-18,2018,Jetstar,2352
Jul-18,2018,Etihad Airways,19375
Jul-18,2018,Air New Zealand,24951
Jul-18,2018,Jetstar,5652
Jul-18,2018,Qantas Airways,25188
Jul-18,2018,Virgin Australia,7884
Jul-18,2018,Royal Brunei Airlines,7874
Jul-18,2018,Jetstar,4020
Jul-18,2018,Thai Airways International,19902
Jul-18,2018,Air China,5238
Jul-18,2018,Hainan Airlines,2419
Jul-18,2018,Sichuan Airlines,3245
Jul-18,2018,Tianjin Airlines,2268
Jul-18,2018,Air New Zealand,4979
Jul-18,2018,Jetstar,4932
Jul-18,2018,Qantas Airways,5394
Jul-18,2018,Virgin Australia,3860
Jul-18,2018,SriLankan Airlines,8277
Jul-18,2018,Garuda Indonesia,8741
Jul-18,2018,Jetstar,19430
Jul-18,2018,Jetstar,2010
Jul-18,2018,Jetstar,335
Jul-18,2018,Malindo Air,5022
Jul-18,2018,Qantas Airways,4742
Jul-18,2018,Qatar Airways,15510
Jul-18,2018,Emirates,30398
Jul-18,2018,Emirates,15249
Jul-18,2018,China Southern Airlines,17484
Jul-18,2018,Xiamen Airlines,2265
Jul-18,2018,Jetstar,4020
Jul-18,2018,Jetstar,1005
Jul-18,2018,Vietnam Airlines,8556
Jul-18,2018,Cathay Pacific Airways,27620
Jul-18,2018,Qantas Airways,8855
Jul-18,2018,Virgin Australia,6325
Jul-18,2018,Jetstar,5360
Jul-18,2018,Garuda Indonesia,4124
Jul-18,2018,AirAsia X,30160
Jul-18,2018,Malaysia Airlines,17980
Jul-18,2018,Malindo Air,5022
Jul-18,2018,Qantas Airways,7280
Jul-18,2018,Qantas Airways,21129
Jul-18,2018,United Airlines,7560
Jul-18,2018,Virgin Australia,7797
Jul-18,2018,Philippine Airlines,6489
Jul-18,2018,Fiji Airways,5591
Jul-18,2018,Virgin Australia,5640
Jul-18,2018,Air India,3328
Jul-18,2018,Air Caledonie,1520
Jul-18,2018,Jetstar,6030
Jul-18,2018,Beijing Capital Airlines,1998
Jul-18,2018,Air New Zealand,6494
Jul-18,2018,Jetstar,5088
Jul-18,2018,LATAM Airlines,3915
Jul-18,2018,Air China,3419
Jul-18,2018,China Eastern Airlines,10154
Jul-18,2018,China Southern Airlines,3948
Jul-18,2018,Emirates,15249
Jul-18,2018,Jetstar,2680
Jul-18,2018,Qantas Airways,23261
Jul-18,2018,Scoot Tigerair,10573
Jul-18,2018,Singapore Airlines,32426
Jul-18,2018,Singapore Airlines,4788
Jul-18,2018,China Airlines,3978
Jul-18,2018,Japan Airlines,5739
Jul-18,2018,Jetstar,1005
Jul-18,2018,Jetstar,670
Jul-18,2018,Qantas Airways,9090
Jul-18,2018,Air Canada,4149
Jul-18,2018,Air New Zealand,4469
Jul-18,2018,Qantas Airways,5394
Jul-18,2018,Singapore Airlines,4522
Jul-18,2018,Xiamen Airlines,2265
Jul-18,2018,Xiamen Airlines,3105
Jul-18,2018,Hainan Airlines,2379
Jul-18,2018,Jetstar,2680
Jul-18,2018,Etihad Airways,8122
Jul-18,2018,Air New Zealand,8731
Jul-18,2018,Thai Airways International,7936
Jul-18,2018,Batik Air Indonesia,10980
Jul-18,2018,Garuda Indonesia,6571
Jul-18,2018,Indonesia AirAsia,16740
Jul-18,2018,Jetstar,11322
Jul-18,2018,Jetstar,5658
Jul-18,2018,Qatar Airways,15868
Jul-18,2018,Emirates,25836
Jul-18,2018,China Southern Airlines,4386
Jul-18,2018,Cathay Pacific Airways,11714
Jul-18,2018,Garuda Indonesia,3564
Jul-18,2018,Qantas Airways,174
Jul-18,2018,South African Airways,8419
Jul-18,2018,Malaysia Airlines,480
Jul-18,2018,AirAsia X,18473
Jul-18,2018,Malaysia Airlines,7680
Jul-18,2018,Malindo Air,9090
Jul-18,2018,Qantas Airways,7280
Jul-18,2018,Air Mauritius,3692
Jul-18,2018,Jetstar,5658
Jul-18,2018,Qantas Airways,174
Jul-18,2018,Qantas Airways,9689
Jul-18,2018,Scoot Tigerair,10977
Jul-18,2018,Singapore Airlines,35934
Jul-18,2018,Virgin Australia,704
Jul-18,2018,Air New Zealand,2458
Jul-18,2018,Etihad Airways,30752
Jul-18,2018,Samoa Airways,1360
Jul-18,2018,Virgin Australia,2288
Jul-18,2018,Air New Zealand,34199
Jul-18,2018,Jetstar,5472
Jul-18,2018,LATAM Airlines,7590
Jul-18,2018,Qantas Airways,32229
Jul-18,2018,Virgin Australia,8946
Jul-18,2018,Emirates,14678
Jul-18,2018,Qantas Airways,8936
Jul-18,2018,Thai Airways International,18375
Jul-18,2018,Air China,4994
Jul-18,2018,China Eastern Airlines,2990
Jul-18,2018,China Eastern Airlines,2990
Jul-18,2018,Qantas Airways,7526
Jul-18,2018,Hainan Airlines,2384
Jul-18,2018,Air China,3770
Jul-18,2018,Sichuan Airlines,2528
Jul-18,2018,Air New Zealand,8486
Jul-18,2018,Emirates,15167
Jul-18,2018,Jetstar,3648
Jul-18,2018,Qantas Airways,5393
Jul-18,2018,Qantas Airways,15004
Jul-18,2018,Garuda Indonesia,7279
Jul-18,2018,Jetstar,2010
Jul-18,2018,Jetstar,8375
Jul-18,2018,Jetstar,335
Jul-18,2018,Qantas Airways,4593
Jul-18,2018,Virgin Australia,7568
Jul-18,2018,Qatar Airways,11098
Jul-18,2018,Qatar Airways,16027
Jul-18,2018,Emirates,15167
Jul-18,2018,Emirates,14678
Jul-18,2018,Emirates,26419
Jul-18,2018,Xiamen Airlines,3068
Jul-18,2018,China Southern Airlines,17546
Jul-18,2018,Hainan Airlines,2336
Jul-18,2018,China Eastern Airlines,2990
Jul-18,2018,Vietnam Airlines,3562
Jul-18,2018,Jetstar,1005
Jul-18,2018,Jetstar,4690
Jul-18,2018,Vietnam Airlines,8494
Jul-18,2018,Cathay Pacific Airways,39370
Jul-18,2018,Qantas Airways,23708
Jul-18,2018,Virgin Australia,8250
Jul-18,2018,Hawaiian Airlines,8587
Jul-18,2018,Jetstar,8375
Jul-18,2018,Qantas Airways,6472
Jul-18,2018,United Airlines,7812
Jul-18,2018,Garuda Indonesia,2944
Jul-18,2018,Qantas Airways,6532
Jul-18,2018,Qantas Airways,11184
Jul-18,2018,AirAsia X,23374
Jul-18,2018,Malaysia Airlines,20106
Jul-18,2018,China Eastern Airlines,2552
Jul-18,2018,British Airways,9207
Jul-18,2018,Qantas Airways,15002
Jul-18,2018,American Airlines,8804
Jul-18,2018,Delta Air Lines,8730
Jul-18,2018,Qantas Airways,14403
Jul-18,2018,United Airlines,7560
Jul-18,2018,Virgin Australia,10509
Jul-18,2018,Cebu Pacific Air,9592
Jul-18,2018,Philippine Airlines,9015
Jul-18,2018,Qantas Airways,6999
Jul-18,2018,Fiji Airways,17047
Jul-18,2018,Jetstar,3300
Jul-18,2018,Virgin Australia,6556
Jul-18,2018,China Eastern Airlines,2990
Jul-18,2018,Air India,5632
Jul-18,2018,Qantas Airways,11283
Jul-18,2018,Air Caledonie,2987
Jul-18,2018,Qantas Airways,2433
Jul-18,2018,Qantas Airways,3861
Jul-18,2018,Jetstar,4355
Jul-18,2018,Air Niugini,2479
Jul-18,2018,Air Vanuatu,5270
Jul-18,2018,Beijing Capital Airlines,1998
Jul-18,2018,Air New Zealand,8695
Jul-18,2018,Jetstar,5094
Jul-18,2018,Qantas Airways,7554
Jul-18,2018,Virgin Australia,5104
Jul-18,2018,Air New Zealand,1208
Jul-18,2018,Qantas Airways,9429
Jul-18,2018,United Airlines,7812
Jul-18,2018,LATAM Airlines,7590
Jul-18,2018,Qantas Airways,6188
Jul-18,2018,Asiana Airlines,9393
Jul-18,2018,Korean Air,8293
Jul-18,2018,Air China,3350
Jul-18,2018,China Eastern Airlines,10128
Jul-18,2018,Qantas Airways,8998
Jul-18,2018,China Southern Airlines,3692
Jul-18,2018,British Airways,9207
Jul-18,2018,Qantas Airways,10252
Jul-18,2018,Qantas Airways,15003
Jul-18,2018,Scoot Tigerair,5250
Jul-18,2018,Singapore Airlines,8184
Jul-18,2018,Singapore Airlines,44640
Jul-18,2018,Fiji Airways,610
Jul-18,2018,China Airlines,14994
Jul-18,2018,Tianjin Airlines,2340
Jul-18,2018,All Nippon Airways,7626
Jul-18,2018,Japan Airlines,6011
Jul-18,2018,Jetstar,670
Jul-18,2018,Qantas Airways,11229
Jul-18,2018,Virgin Australia,1584
Jul-18,2018,Air Canada,9296
Jul-18,2018,Air Canada,9296
Jul-18,2018,Qantas Airways,4345
Jul-18,2018,Air New Zealand,7307
Jul-18,2018,Qantas Airways,10788
Jul-18,2018,China Eastern Airlines,2990
Jul-18,2018,Xiamen Airlines,4248
Jul-18,2018,China Eastern Airlines,2990
Jul-18,2018,Hainan Airlines,2302
Jul-18,2018,Tianjin Airlines,2340
Jul-18,2018,Air Niugini,755
Aug-18,2018,Air New Zealand,4368
Aug-18,2018,Jetstar,5706
Aug-18,2018,Qatar Airways,8773
Aug-18,2018,Emirates,11030
Aug-18,2018,China Southern Airlines,2821
Aug-18,2018,Cathay Pacific Airways,5020
Aug-18,2018,Malaysia Airlines,6380
Aug-18,2018,Fiji Airways,1296
Aug-18,2018,Singapore Airlines,8835
Aug-18,2018,Etihad Airways,9269
Aug-18,2018,Virgin Australia,704
Aug-18,2018,Air New Zealand,17892
Aug-18,2018,China Airlines,9486
Aug-18,2018,Qantas Airways,13843
Aug-18,2018,Virgin Australia,10378
Aug-18,2018,Thai Airways International,8172
Aug-18,2018,Air China,2370
Aug-18,2018,Air New Zealand,4941
Aug-18,2018,Qantas Airways,4872
Aug-18,2018,Virgin Australia,5456
Aug-18,2018,Jetstar,10385
Aug-18,2018,Malindo Air,5022
Aug-18,2018,Virgin Australia,7744
Aug-18,2018,Emirates,21954
Aug-18,2018,Emirates,11160
Aug-18,2018,Virgin Australia,2288
Aug-18,2018,Air Vanuatu,680
Aug-18,2018,Air Vanuatu,680
Aug-18,2018,China Southern Airlines,8835
Aug-18,2018,Cathay Pacific Airways,8680
Aug-18,2018,Cathay Pacific Airways,4518
Aug-18,2018,Qantas Airways,9152
Aug-18,2018,Solomon Airlines,2448
Aug-18,2018,Virgin Australia,1584
Aug-18,2018,Hawaiian Airlines,3601
Aug-18,2018,Malaysia Airlines,5220
Aug-18,2018,Malindo Air,5022
Aug-18,2018,Qantas Airways,10556
Aug-18,2018,Virgin Australia,9153
Aug-18,2018,Philippine Airlines,2856
Aug-18,2018,Fiji Airways,5548
Aug-18,2018,Virgin Australia,5852
Aug-18,2018,Nauru Airlines,1664
Aug-18,2018,Air Caledonie,1626
Aug-18,2018,Qantas Airways,696
Aug-18,2018,Air Niugini,6444
Aug-18,2018,Qantas Airways,5270
Aug-18,2018,Virgin Australia,4048
Aug-18,2018,Air Vanuatu,680
Aug-18,2018,Air Vanuatu,1700
Aug-18,2018,Virgin Australia,2992
Aug-18,2018,Qantas Airways,1548
Aug-18,2018,Virgin Australia,6688
Aug-18,2018,Korean Air,4539
Aug-18,2018,China Eastern Airlines,4170
Aug-18,2018,Hainan Airlines,2628
Aug-18,2018,Emirates,11160
Aug-18,2018,Qantas Airways,8253
Aug-18,2018,Singapore Airlines,31930
Aug-18,2018,China Airlines,9486
Aug-18,2018,Eva Air,5544
Aug-18,2018,Qantas Airways,9106
Aug-18,2018,Air Canada,7936
Aug-18,2018,Virgin Australia,9504
Aug-18,2018,Air New Zealand,4128
Aug-18,2018,Jetstar,3264
Aug-18,2018,China Southern Airlines,3367
Aug-18,2018,Cathay Pacific Airways,4518
Aug-18,2018,Hong Kong Airlines,4088
Aug-18,2018,Jetstar,9380
Aug-18,2018,Air Niugini,4131
Aug-18,2018,Hainan Airlines,1926
Aug-18,2018,Silk Air,3588
Aug-18,2018,Jetstar,10385
Aug-18,2018,Qatar Airways,11098
Aug-18,2018,Singapore Airlines,8184
Aug-18,2018,Jetstar,3276
Aug-18,2018,Donghai Airlines,1404
Aug-18,2018,Jetstar Asia,3780
Aug-18,2018,Silk Air,4236
Aug-18,2018,Air New Zealand,3611
Aug-18,2018,AirAsia X,11687
Aug-18,2018,Jetstar,4938
Aug-18,2018,Virgin Australia,5450
Aug-18,2018,Air New Zealand,2467
Aug-18,2018,Jetstar,2376
Aug-18,2018,Hong Kong Airlines,4088
Aug-18,2018,AirAsia X,11687
Aug-18,2018,Jetstar,3102
Aug-18,2018,Scoot Tigerair,6375
Aug-18,2018,Jetstar,1005
Aug-18,2018,Jetstar,6030
Aug-18,2018,Jetstar,1005
Aug-18,2018,Jetstar,2556
Aug-18,2018,Etihad Airways,19375
Aug-18,2018,Air New Zealand,22666
Aug-18,2018,Jetstar,5652
Aug-18,2018,Qantas Airways,23223
Aug-18,2018,Virgin Australia,8272
Aug-18,2018,Royal Brunei Airlines,7770
Aug-18,2018,Jetstar,4020
Aug-18,2018,Thai Airways International,19902
Aug-18,2018,Air China,5238
Aug-18,2018,Hainan Airlines,2459
Aug-18,2018,Sichuan Airlines,3000
Aug-18,2018,Tianjin Airlines,2340
Aug-18,2018,Air New Zealand,4641
Aug-18,2018,Jetstar,4002
Aug-18,2018,Qantas Airways,4859
Aug-18,2018,Virgin Australia,3872
Aug-18,2018,SriLankan Airlines,8277
Aug-18,2018,Garuda Indonesia,8927
Aug-18,2018,Jetstar,19765
Aug-18,2018,Jetstar,3015
Aug-18,2018,Jetstar,1005
Aug-18,2018,Malindo Air,5022
Aug-18,2018,Qantas Airways,4616
Aug-18,2018,Qatar Airways,16027
Aug-18,2018,Emirates,30365
Aug-18,2018,Emirates,15214
Aug-18,2018,China Southern Airlines,17484
Aug-18,2018,Xiamen Airlines,2115
Aug-18,2018,Jetstar,4020
Aug-18,2018,Vietnam Airlines,9455
Aug-18,2018,Cathay Pacific Airways,27900
Aug-18,2018,Qantas Airways,9206
Aug-18,2018,Virgin Australia,5775
Aug-18,2018,Jetstar,4690
Aug-18,2018,Garuda Indonesia,3514
Aug-18,2018,AirAsia X,23374
Aug-18,2018,Malaysia Airlines,13920
Aug-18,2018,Malindo Air,5022
Aug-18,2018,Qantas Airways,7288
Aug-18,2018,Qantas Airways,21368
Aug-18,2018,United Airlines,7560
Aug-18,2018,Virgin Australia,6780
Aug-18,2018,Cebu Pacific Air,3052
Aug-18,2018,Philippine Airlines,6633
Aug-18,2018,Fiji Airways,5546
Aug-18,2018,Virgin Australia,5852
Aug-18,2018,Air India,3328
Aug-18,2018,Air Caledonie,1678
Aug-18,2018,Jetstar,5695
Aug-18,2018,Beijing Capital Airlines,1998
Aug-18,2018,Air New Zealand,5142
Aug-18,2018,Jetstar,4008
Aug-18,2018,LATAM Airlines,3543
Aug-18,2018,Air China,3419
Aug-18,2018,China Eastern Airlines,10146
Aug-18,2018,China Southern Airlines,3666
Aug-18,2018,Emirates,15214
Aug-18,2018,Jetstar,2345
Aug-18,2018,Qantas Airways,22597
Aug-18,2018,Qantas Airways,484
Aug-18,2018,Scoot Tigerair,8732
Aug-18,2018,Singapore Airlines,37673
Aug-18,2018,Singapore Airlines,4522
Aug-18,2018,China Airlines,3672
Aug-18,2018,Japan Airlines,4991
Aug-18,2018,Jetstar,1005
Aug-18,2018,Qantas Airways,9161
Aug-18,2018,Air Canada,3804
Aug-18,2018,Air New Zealand,4463
Aug-18,2018,Qantas Airways,5394
Aug-18,2018,Singapore Airlines,4788
Aug-18,2018,Xiamen Airlines,2115
Aug-18,2018,Xiamen Airlines,2820
Aug-18,2018,Hainan Airlines,2048
Aug-18,2018,Jetstar,3015
Aug-18,2018,Etihad Airways,8122
Aug-18,2018,Air New Zealand,8704
Aug-18,2018,Thai Airways International,7936
Aug-18,2018,Batik Air Indonesia,11160
Aug-18,2018,Garuda Indonesia,4920
Aug-18,2018,Indonesia AirAsia,16740
Aug-18,2018,Jetstar,11520
Aug-18,2018,Jetstar,5484
Aug-18,2018,Qatar Airways,16027
Aug-18,2018,Emirates,24467
Aug-18,2018,China Southern Airlines,4836
Aug-18,2018,Cathay Pacific Airways,10688
Aug-18,2018,Garuda Indonesia,3564
Aug-18,2018,South African Airways,8483
Aug-18,2018,Malaysia Airlines,640
Aug-18,2018,AirAsia X,11687
Aug-18,2018,Malaysia Airlines,8486
Aug-18,2018,Malindo Air,8838
Aug-18,2018,Qantas Airways,7288
Aug-18,2018,Air Mauritius,3836
Aug-18,2018,Jetstar,5484
Aug-18,2018,Qantas Airways,8276
Aug-18,2018,Scoot Tigerair,9886
Aug-18,2018,Singapore Airlines,35810
Aug-18,2018,Virgin Australia,704
Aug-18,2018,Air New Zealand,2944
Aug-18,2018,Etihad Airways,30752
Aug-18,2018,Samoa Airways,1530
Aug-18,2018,Virgin Australia,1584
Aug-18,2018,Air New Zealand,29625
Aug-18,2018,Jetstar,5466
Aug-18,2018,LATAM Airlines,7590
Aug-18,2018,Qantas Airways,30773
Aug-18,2018,Virgin Australia,7562
Aug-18,2018,Emirates,15159
Aug-18,2018,Qantas Airways,8102
Aug-18,2018,Thai Airways International,18375
Aug-18,2018,Air China,5725
Aug-18,2018,China Eastern Airlines,3220
Aug-18,2018,China Eastern Airlines,2990
Aug-18,2018,Qantas Airways,7176
Aug-18,2018,Hainan Airlines,2176
Aug-18,2018,Air China,3770
Aug-18,2018,Sichuan Airlines,2192
Aug-18,2018,Air New Zealand,8147
Aug-18,2018,Emirates,15192
Aug-18,2018,Jetstar,2940
Aug-18,2018,Qantas Airways,5562
Aug-18,2018,Qantas Airways,12100
Aug-18,2018,Garuda Indonesia,4016
Aug-18,2018,Jetstar,3015
Aug-18,2018,Jetstar,7035
Aug-18,2018,Jetstar,1005
Aug-18,2018,Qantas Airways,4443
Aug-18,2018,Virgin Australia,7920
Aug-18,2018,Qatar Airways,11098
Aug-18,2018,Qatar Airways,16027
Aug-18,2018,Emirates,15192
Aug-18,2018,Emirates,15159
Aug-18,2018,Emirates,26149
Aug-18,2018,Xiamen Airlines,2832
Aug-18,2018,China Southern Airlines,17546
Aug-18,2018,Hainan Airlines,1731
Aug-18,2018,China Eastern Airlines,3220
Aug-18,2018,Vietnam Airlines,3562
Aug-18,2018,Jetstar,4020
Aug-18,2018,Vietnam Airlines,8531
Aug-18,2018,Cathay Pacific Airways,39370
Aug-18,2018,Qantas Airways,20836
